mass_1,mass_2,lambda_1,lambda_2,chirp_mass,mass_ratio,total_mass,lambda_tilde,event_name
1.6001424824943813,1.416447226150995,334.8675763043708,261.93238513654416,1.310123338619553,0.8852006878431019,3.0165897086453763,308.2790258043604,GW170817
1.4760910877978484,1.3140552188919066,396.66243895144896,120.6323185666084,1.2120224625248528,0.8902263754280368,2.790146306689755,286.17112256453703,GW170817
1.4473685230949347,1.1371584380861042,253.2448451751614,281.2119427082056,1.1152284698701127,0.7856730472861863,2.584526961181039,271.89767179978287,GW170817
1.3263715930887998,1.170566456909448,382.80274015940415,360.1377456781698,1.0843143834901026,0.8825328158479939,2.496938049998248,377.4667707034793,GW170817
1.4864769998314986,1.388884973428188,463.65635392555373,191.6044574602297,1.2507087230345388,0.9343467632433107,2.875361973259687,343.17150234193656,GW170817
1.5877758831155226,1.3807856872096322,296.5549479817807,264.7116464649496,1.2883684302086862,0.869635130431799,2.968561570325155,287.6814387478262,GW170817
1.618303956921078,1.3253600046107954,162.12543046841574,90.44710583595014,1.2736753032996606,0.8189808836236017,2.9436639615318736,140.73792596802795,GW170817
1.3999636790758616,1.256847085285486,174.393061263554,158.72034674178508,1.1544294625697094,0.8977712094039118,2.6568107643613477,169.14738986938886,GW170817
1.5734423544451692,1.4079211974883445,379.7779228572206,193.54032908601548,1.2953123996699791,0.8948031642282878,2.981363551933514,305.25115107925535,GW170817
1.496181362145763,1.4171037657374848,365.7586045815019,221.86072723272747,1.2675203398802493,0.9471470515480368,2.9132851278832477,300.53325633395855,GW170817
1.4621426084285898,1.2321197394801713,386.6404326356487,273.6195390883292,1.167609480695511,0.8426809617458373,2.694262347908761,351.55943287189206,GW170817
1.4457163025882522,1.2884299506474446,209.21061711685152,144.00628291451636,1.1877416494040942,0.8912052443074624,2.734146253235697,184.04072822319313,GW170817
1.537231521727131,1.3095659082374875,588.7397728170731,413.6101995417788,1.2343794192510085,0.8518989428255715,2.8467974299646186,531.5464517609055,GW170817
1.3852276234671532,1.2385428430255072,186.07670402227035,85.35296039153715,1.1399193836615387,0.8941078145160709,2.6237704664926604,145.69132042830793,GW170817
1.4732803095270266,1.1293251481984528,455.08671408521036,316.8871606882302,1.1209363764172555,0.7665378685207601,2.6026054577254794,431.964976686266,GW170817
1.5206422756501352,1.360042420803023,237.35530997672785,238.41628165711623,1.2515510352226988,0.8943868275801754,2.8806846964531583,239.72090188605927,GW170817
1.4916482756258795,1.2289318600784531,300.9388142049143,205.4224136832419,1.1775632289892648,0.8238750918428184,2.7205801357043327,273.80119753604436,GW170817
1.58596511348705,1.2277097829845984,353.75568262920973,162.97553161024877,1.2127710592142498,0.7741089463722451,2.8136748964716487,307.24942143782096,GW170817
1.564450749600745,1.3119496436788018,360.57355350938013,339.4263843170092,1.2462281848082952,0.838600795847116,2.876400393279547,359.92395712829796,GW170817
1.4432645064473555,1.2512098739624076,292.9177984756862,171.70777251285585,1.16925933233375,0.8669303986712062,2.694474380409763,248.98541749653543,GW170817
1.577450520419681,1.2729079916456234,122.57760543522178,207.88591317420838,1.2321731974315664,0.8069400435501242,2.8503585120653043,155.7970163632799,GW170817
1.49230109991323,1.2190903151123245,286.74503144844147,312.3022900091277,1.1729971604219176,0.8169197993509544,2.7113914150255543,303.3571038590949,GW170817
1.4499937917435715,1.324049332932555,176.711388782994,125.2076972578356,1.2059784410878533,0.91314138065407,2.774043124676126,155.45658613457476,GW170817
1.4354292561139192,1.151364715728958,372.13626137657246,243.07706767142196,1.117800907172234,0.8021048134730109,2.5867939718428774,339.4574831397801,GW170817
1.5065255841470238,1.2285626837816912,65.81962628924182,122.11576030377118,1.1831233604519469,0.8154940723939237,2.735088267928715,87.49214299301111,GW170817
1.4329038001340455,1.239013248829327,512.5032449951935,105.38782190009523,1.1593410045935575,0.8646869725053556,2.6719170489633726,359.6825245985299,GW170817
1.5017977698495635,1.2599989625468322,462.2344088190855,304.6143184815132,1.1966045317866059,0.8389937632368755,2.7617967323963954,412.7613296164446,GW170817
1.5346448183352426,1.3195521438062985,178.95382500254203,155.85648555950996,1.2381232312362747,0.8598420481670325,2.854196962141541,172.61825119243508,GW170817
1.3421649745748692,1.1845673216507704,570.6106353395355,573.4164190975073,1.097254935611013,0.8825795219592749,2.5267322962256396,577.5372842524181,GW170817
1.432841916705686,1.3273054743410133,270.09516493889515,126.62441745785057,1.2003697526322847,0.9263446712898262,2.7601473910466994,207.76346780178963,GW170817
1.5446704264421545,1.3482339334636027,220.03167466841856,119.04322562116239,1.2557229628174185,0.8728295113210623,2.8929043599057573,182.36982295886344,GW170817
1.369670209489655,1.067822520290651,283.39080485867555,265.71924091843994,1.0511879786061695,0.7796201690686742,2.437492729780306,288.84534076155694,GW170817
1.5988858391174743,1.344059162226638,11.59986555195286,0.0,1.275219884077559,0.8406223442247189,2.9429450013441123,7.492703053984714,GW170817
1.498871645255621,1.2182846256197293,180.44011786935621,147.9327434712406,1.1751275313563025,0.8128011691167594,2.7171562708753503,173.99508807805103,GW170817
1.5161496894292625,1.3501292970746543,113.18822226009024,113.27686519797076,1.2451072835047767,0.8904986799706401,2.866278986503917,114.21497429198023,GW170817
1.554820198067462,1.3079382779039046,571.6670587328748,405.7805647013629,1.2405192627747696,0.8412151318394144,2.8627584759713667,520.6672789431946,GW170817
1.5031379548779742,1.3751595478951528,646.0249554905079,415.5964569489033,1.251365051133694,0.9148591740581717,2.878297502773127,549.6959401740216,GW170817
1.4604434153109618,1.1701971773684043,459.33308848814124,403.1602744693597,1.1366688677055798,0.8012615655631153,2.630640592679366,454.55661731366433,GW170817
1.6745467495214874,1.5802076517332369,162.82723389202772,130.49755541883565,1.4159998834122463,0.9436629059085937,3.2547544012547243,148.46167684195268,GW170817
1.3368893623846363,1.1712101609811132,218.68184662674696,260.8927162127935,1.0888529356264207,0.8760711199706176,2.5080995233657495,238.12253197049722,GW170817
1.3383453183812366,1.2130227265337679,240.55253669631924,175.27421603615812,1.1089389829700091,0.9063600476452148,2.5513680449150042,214.27464030030163,GW170817
1.5365030349373539,1.307385277225934,469.8320322854029,357.8973902647291,1.2330471966476397,0.8508836282768805,2.843888312163288,435.0378114433871,GW170817
1.4627329545479812,1.2625498903328114,307.5865297873037,280.23978102736646,1.182403863657337,0.8631444901868427,2.725282844880793,301.20200042426313,GW170817
1.3184725725499966,1.191336661109922,340.16334148729504,211.34353837660677,1.090775114824616,0.903573336232405,2.5098092336599187,287.88079717482276,GW170817
1.4868518979788687,1.1839624729598988,541.1223919040101,557.3653147180659,1.153545284884001,0.7962881000920815,2.6708143709387677,564.6101815000059,GW170817
1.4752817435805283,1.2858714664928605,318.721453295192,290.3416104937752,1.1984651657106458,0.87161077678087,2.761153210073389,311.32841681989265,GW170817
1.433620973487,1.290574307388316,244.44597409152004,124.9362299779544,1.1838120853818803,0.9002200241596974,2.724195280875316,195.90613774128252,GW170817
1.4276672655497895,1.1700715367312864,442.0313108056851,314.81616872928817,1.1240472144162235,0.819568792368925,2.597738802281076,407.8937837714668,GW170817
1.4787813710281956,1.2007743182899602,159.23276832326465,164.88687884408955,1.158795125165767,0.8120026001240891,2.679555689318156,165.65585682665812,GW170817
1.372494271448983,1.1895573696852573,301.1409102807432,222.1670981092096,1.1117828835868757,0.8667120835625829,2.56205164113424,274.00330992133047,GW170817
1.5267306042453919,1.2368265990941991,372.49512653693984,299.90657688131995,1.1949481055483455,0.8101144993458215,2.763557203339591,357.74230301907835,GW170817
1.3680089112180986,1.1600681246377067,449.2844619613779,282.7866651477236,1.095936500208551,0.847997491189412,2.528077035855805,394.01796792054023,GW170817
1.4420454392097144,1.2280277070539147,388.2868395146445,319.88084706595055,1.1577309264437772,0.851587386682428,2.670073146263629,368.62594332575685,GW170817
1.6056573465955861,1.275967647604101,335.36673076062664,212.6744311307357,1.244422995299394,0.7946699526580104,2.8816249941996874,305.3256033123462,GW170817
1.4697991486743078,1.155779750962527,110.10687572408682,176.1516277319753,1.1330128334035676,0.7863521706384086,2.6255788996368348,136.0194904866507,GW170817
1.4256709486728083,1.2955932718695988,413.3500455032329,269.2904139257754,1.182874441552493,0.9087603791574052,2.721264220542407,354.2060475053161,GW170817
1.4159944600786347,1.1845097552969799,286.88354025263806,270.2599871496212,1.1265451578135657,0.836521461553741,2.6005042153756146,286.63016425625955,GW170817
1.4528762788245966,1.2684574515428484,168.26246188501034,154.02602812997424,1.181262348075605,0.8730663925279678,2.721333730367445,164.5906354972874,GW170817
1.4598687551841611,1.28904306794835,188.90139135089512,127.77352475119173,1.1937587915415777,0.8829855857732487,2.748911823132511,165.91331958325299,GW170817
1.528798162161381,1.4442303580838813,239.65158843415045,167.0819228493708,1.293457483777783,0.944683473482242,2.973028520245262,207.05104837842504,GW170817
1.5345240629106236,1.211084924994544,187.71074178273443,160.75776546654498,1.185117041634478,0.7892251117244826,2.7456089879051673,185.4609618541719,GW170817
1.4254994663733855,1.2815247342876956,419.2500123578078,332.1934976258433,1.1762997465253602,0.8990005008897154,2.707024200661081,385.7885646930145,GW170817
1.4305152719519298,1.266395872740426,287.00353022494363,241.55212168889727,1.1712884572941646,0.8852725291163346,2.696911144692356,271.184968293196,GW170817
1.4744673159709198,1.278906638365331,430.3534235330885,215.13079016318034,1.1948444072364508,0.8673685910244715,2.7533739543362508,351.0444362266462,GW170817
1.4549220778205207,1.2297989968197702,386.23504929119696,325.06869260222345,1.163655661385229,0.8452679463507862,2.684721074640291,370.21883778766045,GW170817
1.5038217014098822,1.2375669311605595,286.65031465344583,277.1882899692186,1.1864922472856299,0.8229479133066772,2.741388632570442,290.2592255103826,GW170817
1.2666072524863758,1.105997197013561,545.6503381250222,344.98353897364774,1.0298940045556095,0.8731966399548604,2.3726044494999368,472.01871912900316,GW170817
1.283833608105359,1.1048930530772276,433.6341015205584,317.64355854329426,1.036248938500717,0.860620134962656,2.3887266611825866,394.79901717112887,GW170817
1.6243032051923083,1.4648353440256066,156.27088739620226,165.54982909861366,1.342474575346014,0.9018238339634246,3.089138549217915,161.27445718422717,GW170817
1.5448597450169712,1.2026685548268412,194.7643081430135,139.13053213352487,1.1847659735361684,0.7784969209704077,2.7475282998438124,184.49222548878777,GW170817
1.5432754486409943,1.2951492187751064,417.88819816735304,362.07044634200304,1.229822625343511,0.8392210346608006,2.838424667416101,405.3934109583293,GW170817
1.3936322373593755,1.2503096473696196,172.9943762307771,0.0,1.1488123049075172,0.8971589590512627,2.643941884728995,101.93314883918437,GW170817
1.5581848590180147,1.300088068795014,98.7106893647549,0.0,1.238038961846523,0.8343606095712828,2.8582729278130286,64.41638469945678,GW170817
1.5231356706542025,1.294270523256353,46.31479194141173,82.2514507296332,1.2214854457524855,0.8497407999777528,2.8174061939105552,60.79288828420909,GW170817
1.5477822105888686,1.379584826846743,256.6507728228359,150.99054350815788,1.2716849170850273,0.8913300704766899,2.9273670374356113,215.13771379361884,GW170817
1.3817200517992316,1.254744797129853,335.8813424257779,219.04776205653135,1.1459901403829864,0.908103487023992,2.6364648489290845,288.01025656141485,GW170817
1.449267747018579,1.3224407473854614,122.07438277557023,0.5017255271343402,1.2049399374211034,0.9124889104211247,2.7717084944040407,70.3889867959391,GW170817
1.3696887374393936,1.1410647054457665,530.12197741106,395.75378103525384,1.0874229156968134,0.8330832212134305,2.51075344288516,492.1401942931594,GW170817
1.4692090598345258,1.2408806294251493,662.8699210559969,374.7722818618061,1.1746038741993095,0.8445909185755411,2.710089689259675,566.5732378098064,GW170817
1.540654964678554,1.3324780637240603,442.8600011260272,236.77000726366967,1.2466602914420155,0.8648776619507872,2.873133028402614,367.9636118439214,GW170817
1.4750521680540112,1.3767894737568298,391.45601590952623,429.6534562294829,1.2404517298348672,0.9333835803063045,2.851841641810841,409.75354248005783,GW170817
1.3822985934371597,1.165786781031368,286.3503506208084,166.470057197662,1.1043069375945123,0.8433682755421003,2.5480853744685277,246.68050932265984,GW170817
1.5688732180761815,1.34837988577751,488.0395212191349,474.75256438200825,1.2654507475481975,0.8594575203667192,2.9172531038536915,490.1316348696235,GW170817
1.6042545576122382,1.4280896630262,354.78982298361814,273.9295367953183,1.3172298220583816,0.8901889393113268,3.0323442206384383,324.52521636095486,GW170817
1.441207975480069,1.3108378175908455,133.83913629092976,54.48396940248787,1.19628385128889,0.9095410515988873,2.7520457930709146,100.63652750116292,GW170817
1.5437398479252105,1.2391030792248714,187.3400816844951,223.171584978811,1.2025722877252665,0.8026631435926387,2.7828429271500816,205.45874412710683,GW170817
1.5005512632691165,1.3676545872469572,174.36895743905467,97.46472150411878,1.2468502436890962,0.911434764492731,2.8682058505160737,142.2934525815223,GW170817
1.4838921120356394,1.3378307707975892,247.46931450205142,266.9454951508721,1.2262505979585363,0.9015687595793742,2.8217228828332286,257.4171259021211,GW170817
1.4905038593771063,1.2752489498722046,587.5084267068585,445.1874757702017,1.1994832155758282,0.8555824541139676,2.765752809249311,541.9135811945932,GW170817
1.4736977485458262,1.1960412254438768,275.7503087654309,228.00960655889307,1.1545134087646174,0.811591947279605,2.669738973989703,266.7354719199464,GW170817
1.4274316423544873,1.367693641121174,202.16382360646355,198.568437145195,1.2163154763396882,0.9581500091067212,2.7951252834756612,200.72654860325034,GW170817
1.380884412893484,1.2031851160714526,128.01389416805767,0.0,1.1215871578466075,0.871314865195934,2.5840695289649367,78.6545779686217,GW170817
1.3047649262528136,1.0,395.1065812675792,278.97553957163285,0.9926451775089354,0.7664215828301919,2.3047649262528136,376.27775151557296,GW170817
1.6065707204093158,1.3787636743389027,247.2698983857402,260.8863067427579,1.2948969601947349,0.8582029143339713,2.9853343947482185,256.2917954237677,GW170817
1.5129997918629603,1.3498814988098686,139.0583470479804,213.50717761600595,1.243712616444475,0.8921888198991463,2.8628812906728287,171.09339765944557,GW170817
1.4906957760445476,1.1998727281964159,577.2642275288888,374.6871652622249,1.1629089451819603,0.8049078473813017,2.6905685042409635,524.7550711523193,GW170817
1.408372715806249,1.116120510357119,280.541977472592,279.10447889713254,1.0899896477936653,0.7924894439027635,2.5244932261633677,289.7727243532015,GW170817
1.5092265889907794,1.4038403999521898,142.08743761067285,124.48301246337448,1.2669900848509672,0.9301720564643235,2.913066988942969,134.74476644108958,GW170817
1.5523222622438515,1.3732800919599137,503.06626824323286,242.29208148678975,1.270578630281767,0.8846617260869944,2.9256023542037655,401.45097245361774,GW170817
1.5053020272752482,1.3513511503591558,187.82437582136754,181.13100549284394,1.2412624399209229,0.8977275828195359,2.8566531776344037,186.44353350431805,GW170817
1.4682808128523601,1.2356063785811366,277.4214752205726,274.49198324048353,1.1716984229981808,0.8415327420786642,2.7038871914334965,281.661531945894,GW170817
1.5621072323439347,1.2826010923176043,232.8051221810105,246.37211765197105,1.2310449769006062,0.8210710927911571,2.8447083246615392,243.489635017185,GW170817
1.5019986492796427,1.2112010673955622,338.1023696569807,331.328148395013,1.1728301438524504,0.8063929138527876,2.713199716675205,345.80642236353276,GW170817
1.5763656648284814,1.3508402066086536,76.16315527481851,20.15484683230747,1.2695970765540765,0.8569332844201688,2.9272058714371347,55.69338880121611,GW170817
1.6252290532874243,1.3859743801772746,124.3998637193273,230.76596948420374,1.305731401152326,0.8527871055306337,3.011203433464699,167.19994932736137,GW170817
1.3782280394348743,1.251620135242819,305.5746456153153,301.25787272141247,1.143115301284658,0.9081371873380479,2.629848174677693,305.5790546478399,GW170817
1.5392817383502009,1.302300560634562,247.16409056688147,279.74393857319774,1.2317017514666848,0.846044312869173,2.841582298984763,263.9415667706981,GW170817
1.4148536128774767,1.2214548017442843,160.9214903108138,153.14749786030615,1.1438105616415055,0.8633082536787215,2.636308414621761,160.13157725622875,GW170817
1.4945659472663895,1.1450499737744644,381.44864755424146,375.443649215138,1.1368301069373736,0.7661421537596241,2.639615921040854,396.76869257656836,GW170817
1.4974403546696862,1.273278196144654,0.0,0.0,1.2012826883316905,0.8503031136926458,2.7707185508143404,0.0,GW170817
1.4667165277707361,1.2499860601368042,332.52414172088464,299.41055330830676,1.1779921438391763,0.8522342500882971,2.71670258790754,325.3528611635253,GW170817
1.413461531379676,1.2340947061268874,479.21737007030083,346.9061922727519,1.1492392519808077,0.8731010209540623,2.6475562375065635,432.1124960184204,GW170817
1.4533464985637021,1.256002648157419,213.52484897276463,196.5553972802549,1.17555469198873,0.8642141770036863,2.709349146721121,209.81698926830273,GW170817
1.3812478698577033,1.2380190851510524,416.2679072662039,164.23413453502192,1.138055452470134,0.8963047923314399,2.6192669550087557,314.22551460915537,GW170817
1.5530345014335314,1.4305528480724783,460.45070928567975,381.7988119614174,1.2973682181045378,0.9211339778684915,2.98358734950601,428.0666887371074,GW170817
1.588378907309108,1.2516315729317824,14.893544299294376,40.074939604116025,1.2257287820725584,0.7879930709053463,2.84001048024089,23.79634772841733,GW170817
1.3355983086497112,1.2634489425826716,339.81419510967623,276.40259069233724,1.1307778660530834,0.9459797413640164,2.599047251232383,311.50406333188346,GW170817
1.6075512039882922,1.358355658578275,361.8319114124773,219.6982882463822,1.2855100758459248,0.8449843807203343,2.965906862566567,314.8850068721988,GW170817
1.522894270666897,1.133193525281239,334.4999255236756,286.9195816259022,1.1411318236861576,0.7441051864913757,2.656087795948136,338.78574340449205,GW170817
1.4707507835747102,1.333458880746983,335.3533449991436,238.38189645004707,1.2188468340262266,0.9066518241152762,2.804209664321693,296.1426221985204,GW170817
1.4479340618558765,1.2470314269497973,390.4309758815647,361.9652311977302,1.1691360937334527,0.8612487680215396,2.694965488805674,384.97818042178943,GW170817
1.378030857297751,1.1983110068788962,381.6897472043405,267.1503554850738,1.1181405468764183,0.8695821291177206,2.5763418641766473,341.10919411218566,GW170817
1.5403105237096972,1.2836322278122387,225.7588493319873,246.31211895145577,1.2230892787595224,0.8333593830942139,2.823942751521936,238.1595940098777,GW170817
1.468414514983377,1.125872105391428,377.3869284936208,356.9821518118744,1.1173752452314165,0.766726352745276,2.594286620374805,387.88351426416625,GW170817
1.4533695292533508,1.3920551373871812,427.19841397569013,187.23666054449328,1.2381979324033512,0.957812248962128,2.845424666640532,315.7431215279065,GW170817
1.4577975167458423,1.283820294918645,94.22779290485067,0.0,1.1904728167320364,0.8806574851248501,2.7416178116644874,57.024470121368566,GW170817
1.3304150219157518,1.0469583525905635,300.633085964464,313.9093183353067,1.025960046746399,0.7869411689917478,2.3773733745063153,316.06366972450655,GW170817
1.4467090027547789,1.2338672492314637,341.83322905767307,207.89136530145717,1.1623693223129818,0.8528786693674897,2.680576251986243,296.10301805572107,GW170817
1.4204580329410215,1.102926757711237,201.65372840395133,120.5491169859179,1.0878984348261256,0.7764585310751179,2.5233847906522584,183.68258584524978,GW170817
1.510606874548359,1.308647463818279,513.8791011414991,429.91889960934157,1.2233694280130774,0.866305778073159,2.8192543383666377,487.67067414009534,GW170817
1.636892594514561,1.3723551188366583,347.1590475114307,184.615490875372,1.3037683273288685,0.8383904499510829,3.009247713351219,293.6960187720476,GW170817
1.4909152185071979,1.3997669363868248,261.74816664130867,232.6660920979391,1.2574917340439649,0.9388642083809188,2.890682154894023,249.2949328749583,GW170817
1.4959385398099256,1.3964328043600291,422.5476176465268,317.40087837854446,1.2580834987230436,0.9334827382263046,2.8923713441699546,376.82021525444,GW170817
1.4284240909052848,1.3728725420407528,310.62772843564574,114.33055496611989,1.2190474525299035,0.9611099048117249,2.8012966329460376,218.83526738307123,GW170817
1.6634345982980834,1.4873291664443384,254.46589948622758,215.72209340978304,1.36887731496034,0.8941314362260323,3.150763764742422,240.4205471355628,GW170817
1.399425721015846,1.1035578432992954,291.1943194356974,171.721149306773,1.0803273539657237,0.7885790769217965,2.5029835643151417,261.970955930267,GW170817
1.331230858585552,1.0516785081072846,221.34402269904507,252.43834492694833,1.0286326854123569,0.7900046046293616,2.3829093666928367,239.5861218626897,GW170817
1.4613887351263783,1.2581340715772171,301.16865163519316,232.67364418945607,1.1797692336737677,0.860916771380762,2.7195228067035955,278.85803987963027,GW170817
1.4798352882858719,1.2939614265915715,196.90877947839007,192.4407683610688,1.204109269624095,0.8743955741793383,2.7737967148774434,197.42312120072134,GW170817
1.5691883573954837,1.2602067610484557,199.93946980061762,146.3098920902886,1.2227323696381236,0.8030946413215357,2.8293951184439394,187.66310612728503,GW170817
1.3649007850009929,1.3139932159141998,0.0,0.0,1.1658036695115475,0.9627023666143206,2.678894000915193,0.0,GW170817
1.5541098053557614,1.4083773864981597,236.81938550342136,209.6716807709708,1.2876242582457293,0.9062277206183375,2.962487191853921,226.7595197504703,GW170817
1.4728825320227696,1.2083710650710278,200.71498457022875,24.895252312858588,1.1602550809484304,0.8204123810277812,2.6812535970937974,142.91106885784495,GW170817
1.5296738517588748,1.2617392451945695,364.859891764115,362.8283399644878,1.2083041033689281,0.8248420038976123,2.7914130969534443,372.8441814787692,GW170817
1.5005337658387345,1.3399893832647372,147.38174832414265,61.531504144581675,1.2340382222704993,0.8930084838948893,2.840523149103472,112.96995712615124,GW170817
1.5278213085170111,1.2530314286259552,419.4342698382715,287.54503446655303,1.2033310358180356,0.8201426578100404,2.7808527371429665,382.9189894164152,GW170817
1.446252165201365,1.2668996008308102,164.47095191526853,81.67241743349379,1.1778687924812496,0.8759880408921752,2.7131517660321753,133.09083556853028,GW170817
1.4186256176203171,1.17489933702066,302.8767895448857,324.92129616642325,1.1229049282373098,0.8281954889490172,2.5935249546409773,317.83397193033466,GW170817
1.4721525489898597,1.3994425592496371,261.2700734258309,122.89975801473332,1.2494534904007537,0.9506097450361963,2.8715951082394966,197.93050106706553,GW170817
1.6593547315138335,1.360803069489408,94.82937574405864,29.65131757691975,1.3068772080349897,0.8200796632845009,3.0201578010032417,73.94289701762918,GW170817
1.4898359120192415,1.330431194149487,57.20239734066601,0.0,1.225238023888095,0.8930051849443567,2.8202671061687283,33.93231676714846,GW170817
1.5326018850431555,1.2566020275610843,234.849104965317,151.05805317749184,1.2069248068185803,0.8199141863418108,2.78920391260424,210.88161255467037,GW170817
1.4975366348678183,1.300581643171778,322.00506596440334,235.5283993124224,1.2143275036678414,0.8684806854735646,2.7981182780395963,291.9450221180134,GW170817
1.6089965366908947,1.3191098887222485,283.82721087611753,344.5189459009953,1.2670223612947982,0.8198338894098338,2.9281064254131435,312.7115631392838,GW170817
1.490404279791721,1.2506790870374376,318.32977864020154,257.52391840037177,1.1876419716552187,0.8391542509608304,2.7410833668291588,302.01021390311706,GW170817
1.4498527061271058,1.2851160829085093,193.590299833573,207.08337746459642,1.1878709741768685,0.8863769936612069,2.734968789035615,200.95147805028176,GW170817
1.4401327811764824,1.1365161874124443,298.7329960299946,355.24853055737503,1.1121819588298223,0.7891745832519653,2.576648968588927,328.2637319350739,GW170817
1.3933055139847499,1.115386719851378,372.3641036898164,211.97476659479707,1.083910985790179,0.8005327680513193,2.508692233836128,329.34322154321603,GW170817
1.5765546476903245,1.3396191109984323,0.0,87.08753392014091,1.2643040778872945,0.8497130835020491,2.916173758688757,33.15838981597562,GW170817
1.4351510434172752,1.255827418603782,349.5260534657034,321.31600043169135,1.1681927289606042,0.8750489534631136,2.6909784620210573,342.26083084798074,GW170817
1.5174119950107008,1.3774662656502774,160.71608940984797,228.75812629416325,1.2583012549189239,0.9077734130080891,2.8948782606609784,190.7419706929691,GW170817
1.6537135319216638,1.3007395338322125,195.4137719653039,72.66696148482859,1.274955283733928,0.7865567456055795,2.954453065753876,161.9903460566986,GW170817
1.550446340121117,1.307890277306226,378.46872404848847,275.742381187386,1.238779917880042,0.84355726700226,2.858336617427343,346.93815036103234,GW170817
1.3195103823130396,1.0843643521624504,220.48578746547395,160.71983774967688,1.0403284123443803,0.8217929670713244,2.4038747344754903,204.51996284715116,GW170817
1.5327779711469494,1.1793252932678406,442.3541929323684,389.96487172268473,1.1684401549401593,0.7694038637477112,2.71210326441479,445.0626894378907,GW170817
